Unnamed: 0,title,url,time_published,authors,summary,banner_image,source,category_within_source,source_domain,topics,overall_sentiment_score,overall_sentiment_label,ticker_sentiment
37.0,"Apple's Chinese Rival Huawei Slashes Prices For New Year Boost: Should Tim Cook-Led Company Be Worried? Here's What Analysts Are Saying About AAPL Stock - Invesco QQQ Trust, Series 1  ( NASDAQ:QQQ ) ",https://www.benzinga.com/analyst-ratings/analyst-color/24/12/42721523/apples-chinese-rival-huawei-slashes-prices-for-new-year-boost-should-tim-cook-led-c,2024-12-30 14:47:03,['Rishabh Mishra'],"Huawei's market share gains jumped by 42% in Q3 in China. Get New Picks of the Market's Top Stocks Apple Inc's AAPL new intelligence features for the iOS 18, iPadOS 18, and macOS Sequoia 15.1 updates are expected to boost sales as it enters other geographies in 2025.",https://editorial-assets.benzinga.com/wp-content/uploads/2024/12/30072445/Apple-ANR.png,Benzinga,Markets,www.benzinga.com,"[{'topic': 'Technology', 'relevance_score': '0.5'}, {'topic': 'Finance', 'relevance_score': '0.5'}, {'topic': 'Financial Markets', 'relevance_score': '0.650727'}]",0.261039,Somewhat-Bullish,"[{'ticker': 'AAPL', 'relevance_score': '0.594159', 'ticker_sentiment_score': '0.354126', 'ticker_sentiment_label': 'Bullish'}, {'ticker': 'BCS', 'relevance_score': '0.179343', 'ticker_sentiment_score': '-0.034616', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'WB', 'relevance_score': '0.060236', 'ticker_sentiment_score': '0.128155', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'IVZ', 'relevance_score': '0.060236', 'ticker_sentiment_score': '0.154678', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'MS', 'relevance_score': '0.12013', 'ticker_sentiment_score': '0.008137', 'ticker_sentiment_label': 'Neutral'}]"
38.0,Nvidia Targets Robotics as Next Big Opportunity Amid Rising AI Rivalry - NVIDIA  ( NASDAQ:NVDA ) ,https://www.benzinga.com/media/24/12/42721414/nvidia-targets-robotics-as-next-big-opportunity-amid-rising-ai-rivalry,2024-12-30 14:41:18,['Anusuya Lahiri'],Nvidia eyes robotics as a growth catalyst amid rising AI competition. Nvidia to launch Jetson Thor computers for humanoid robots in 2025. Get New Picks of the Market's Top Stocks,https://cdn.benzinga.com/files/images/story/2024/12/30/Updates-from-Monday.jpeg?width=1200&height=800&fit=crop,Benzinga,News,www.benzinga.com,"[{'topic': 'Financial Markets', 'relevance_score': '0.94762'}, {'topic': 'Manufacturing', 'relevance_score': '0.5'}, {'topic': 'Earnings', 'relevance_score': '0.360215'}, {'topic': 'Technology', 'relevance_score': '0.5'}]",0.169249,Somewhat-Bullish,"[{'ticker': 'AMD', 'relevance_score': '0.165598', 'ticker_sentiment_score': '0.11827', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'GOOG', 'relevance_score': '0.324139', 'ticker_sentiment_score': '0.174533', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'NVDA', 'relevance_score': '0.749784', 'ticker_sentiment_score': '0.320927', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'AAPL', 'relevance_score': '0.165598', 'ticker_sentiment_score': '-0.004209', 'ticker_sentiment_label': 'Neutral'}]"
39.0,"This Analyst With 82% Accuracy Rate Sees Around 28% Upside In Apple - Here Are 5 Stock Picks For Last Week From Wall Street's Most Accurate Analysts - Apple  ( NASDAQ:AAPL ) , Datadog  ( NASDAQ:DDOG ) ",https://www.benzinga.com/24/12/42720315/this-analyst-with-82-accuracy-rate-sees-around-28-upside-in-apple-here-are-5-stock-picks-for-last-week-from-wall-,2024-12-30 13:45:15,['Avi Kapoor'],"U.S. stocks settled lower on Friday, with the Dow Jones index dipping more than 300 points during the session. However, major indexes still recorded gains last week. The blue-chip index gained around 0.4% last week, ending a three-week losing streak, while the S&P 500 added 0.7%.",https://cdn.benzinga.com/files/images/story/2024/12/30/Apple-Stock-Jumps-39-YTD.jpeg?width=1200&height=800&fit=crop,Benzinga,Trading,www.benzinga.com,"[{'topic': 'Real Estate & Construction', 'relevance_score': '0.5'}, {'topic': 'Technology', 'relevance_score': '0.5'}, {'topic': 'Financial Markets', 'relevance_score': '0.999997'}]",0.151799,Somewhat-Bullish,"[{'ticker': 'APG', 'relevance_score': '0.066598', 'ticker_sentiment_score': '0.101202', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'ENFN', 'relevance_score': '0.197951', 'ticker_sentiment_score': '0.0', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'GOOG', 'relevance_score': '0.197951', 'ticker_sentiment_score': '0.093476', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'AAPL', 'relevance_score': '0.197951', 'ticker_sentiment_score': '0.033678', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'DDOG', 'relevance_score': '0.197951', 'ticker_sentiment_score': '0.0', 'ticker_sentiment_label': 'Neutral'}]"
40.0,Buy 3 Carillon Mutual Funds for Great Returns,https://www.zacks.com/stock/news/2389261/buy-3-carillon-mutual-funds-for-great-returns,2024-12-30 13:15:00,['Zacks Equity Research'],"Invests in Carillon mutual funds such as HAGAX, EISIX and HRCIX for sustainable returns.",https://staticx-tuner.zacks.com/images/articles/main/a8/346.jpg,Zacks Commentary,,www.zacks.com,"[{'topic': 'Retail & Wholesale', 'relevance_score': '0.333333'}, {'topic': 'Financial Markets', 'relevance_score': '0.999186'}, {'topic': 'Manufacturing', 'relevance_score': '0.333333'}, {'topic': 'Earnings', 'relevance_score': '0.451494'}, {'topic': 'Technology', 'relevance_score': '0.333333'}]",0.263989,Somewhat-Bullish,"[{'ticker': 'MSFT', 'relevance_score': '0.07157', 'ticker_sentiment_score': '0.050242', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'NVDA', 'relevance_score': '0.07157', 'ticker_sentiment_score': '0.050242', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'AAPL', 'relevance_score': '0.07157', 'ticker_sentiment_score': '0.050242', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'TGOPF', 'relevance_score': '0.07157', 'ticker_sentiment_score': '0.00303', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'ROST', 'relevance_score': '0.07157', 'ticker_sentiment_score': '0.049236', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'WAB', 'relevance_score': '0.07157', 'ticker_sentiment_score': '0.049236', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'TSM', 'relevance_score': '0.07157', 'ticker_sentiment_score': '0.00303', 'ticker_sentiment_label': 'Neutral'}]"
41.0,Should SPDR S&P 500 ETF  ( SPY )  Be on Your Investing Radar?,https://www.zacks.com/stock/news/2389221/should-spdr-sp-500-etf-spy-be-on-your-investing-radar,2024-12-30 12:20:09,['Zacks Equity Research'],Style Box ETF report for SPY ...,https://staticx-tuner.zacks.com/images/default_article_images/default30.jpg,Zacks Commentary,,www.zacks.com,"[{'topic': 'Financial Markets', 'relevance_score': '1.0'}, {'topic': 'Manufacturing', 'relevance_score': '0.333333'}, {'topic': 'Technology', 'relevance_score': '0.333333'}, {'topic': 'Finance', 'relevance_score': '0.333333'}]",0.152698,Somewhat-Bullish,"[{'ticker': 'MSFT', 'relevance_score': '0.130926', 'ticker_sentiment_score': '0.070514', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'NVDA', 'relevance_score': '0.130926', 'ticker_sentiment_score': '0.070514', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'AAPL', 'relevance_score': '0.130926', 'ticker_sentiment_score': '0.070514', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'STT', 'relevance_score': '0.065685', 'ticker_sentiment_score': '0.05005', 'ticker_sentiment_label': 'Neutral'}]"
42.0,Is Franklin U.S. Equity Index ETF  ( USPX )  a Strong ETF Right Now?,https://www.zacks.com/stock/news/2389226/is-franklin-us-equity-index-etf-uspx-a-strong-etf-right-now,2024-12-30 12:20:08,['Zacks Equity Research'],Smart Beta ETF report for ...,https://staticx-tuner.zacks.com/images/default_article_images/default217.jpg,Zacks Commentary,,www.zacks.com,"[{'topic': 'Financial Markets', 'relevance_score': '1.0'}, {'topic': 'Manufacturing', 'relevance_score': '0.333333'}, {'topic': 'Technology', 'relevance_score': '0.333333'}, {'topic': 'Finance', 'relevance_score': '0.333333'}]",0.228665,Somewhat-Bullish,"[{'ticker': 'MSFT', 'relevance_score': '0.112797', 'ticker_sentiment_score': '0.0606', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'NVDA', 'relevance_score': '0.112797', 'ticker_sentiment_score': '0.0606', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'AAPL', 'relevance_score': '0.112797', 'ticker_sentiment_score': '0.0606', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'MORN', 'relevance_score': '0.05654', 'ticker_sentiment_score': '0.066917', 'ticker_sentiment_label': 'Neutral'}]"
43.0,Should iShares Russell Top 200 Growth ETF  ( IWY )  Be on Your Investing Radar?,https://www.zacks.com/stock/news/2389228/should-ishares-russell-top-200-growth-etf-iwy-be-on-your-investing-radar,2024-12-30 12:20:07,['Zacks Equity Research'],Style Box ETF report for ...,https://staticx-tuner.zacks.com/images/default_article_images/default89.jpg,Zacks Commentary,,www.zacks.com,"[{'topic': 'Financial Markets', 'relevance_score': '1.0'}, {'topic': 'Manufacturing', 'relevance_score': '0.333333'}, {'topic': 'Earnings', 'relevance_score': '0.310843'}, {'topic': 'Technology', 'relevance_score': '0.333333'}, {'topic': 'Finance', 'relevance_score': '0.333333'}]",0.299468,Somewhat-Bullish,"[{'ticker': 'MSFT', 'relevance_score': '0.1172', 'ticker_sentiment_score': '0.067113', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'NVDA', 'relevance_score': '0.1172', 'ticker_sentiment_score': '0.067113', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'AAPL', 'relevance_score': '0.1172', 'ticker_sentiment_score': '0.067113', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'IVZ', 'relevance_score': '0.1172', 'ticker_sentiment_score': '0.101829', 'ticker_sentiment_label': 'Neutral'}]"
44.0,Is FlexShares Quality Dividend ETF  ( QDF )  a Strong ETF Right Now?,https://www.zacks.com/stock/news/2389234/is-flexshares-quality-dividend-etf-qdf-a-strong-etf-right-now,2024-12-30 12:20:06,['Zacks Equity Research'],Smart Beta ETF report for ...,https://staticx-tuner.zacks.com/images/default_article_images/default351.jpg,Zacks Commentary,,www.zacks.com,"[{'topic': 'Financial Markets', 'relevance_score': '1.0'}, {'topic': 'Manufacturing', 'relevance_score': '0.333333'}, {'topic': 'Technology', 'relevance_score': '0.333333'}, {'topic': 'Finance', 'relevance_score': '0.333333'}]",0.205928,Somewhat-Bullish,"[{'ticker': 'MSFT', 'relevance_score': '0.108958', 'ticker_sentiment_score': '0.042401', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'NVDA', 'relevance_score': '0.108958', 'ticker_sentiment_score': '0.042401', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'AAPL', 'relevance_score': '0.108958', 'ticker_sentiment_score': '0.042401', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'NTRS', 'relevance_score': '0.162802', 'ticker_sentiment_score': '0.12553', 'ticker_sentiment_label': 'Neutral'}]"
45.0,"Nvidia Tops Tesla As Better Bet Over 10 Years, Says Ross Gerber: Must Have In Portfolio Along With These 2 Stocks - Microsoft  ( NASDAQ:MSFT ) , Apple  ( NASDAQ:AAPL ) ",https://www.benzinga.com/markets/equities/24/12/42717543/nvidia-tops-tesla-as-better-bet-over-10-years-says-ross-gerber-must-have-in-portfolio-along-with,2024-12-30 08:21:51,['Kaustubh Bagalkote'],"Nvidia Corp. NVDA has proven to be a more lucrative investment than Tesla Inc. TSLA over the past decade, according to Ross Gerber, CEO of Gerber Kawasaki Wealth & Investment Management, who recommends treating the chipmaker as a core portfolio holding alongside tech giants.",https://cdn.benzinga.com/files/images/story/2024/12/30/The-Pitfall-of-Market-Timing.jpeg?width=1200&height=800&fit=crop,Benzinga,Markets,www.benzinga.com,"[{'topic': 'Technology', 'relevance_score': '0.5'}, {'topic': 'Financial Markets', 'relevance_score': '0.990999'}, {'topic': 'Manufacturing', 'relevance_score': '0.5'}]",0.347477,Somewhat-Bullish,"[{'ticker': 'MSFT', 'relevance_score': '0.264897', 'ticker_sentiment_score': '0.131394', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'NVDA', 'relevance_score': '0.740604', 'ticker_sentiment_score': '0.527583', 'ticker_sentiment_label': 'Bullish'}, {'ticker': 'AAPL', 'relevance_score': '0.264897', 'ticker_sentiment_score': '0.131394', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'TSLA', 'relevance_score': '0.570165', 'ticker_sentiment_score': '0.47362', 'ticker_sentiment_label': 'Bullish'}]"
46.0,Galaxy S25 Slim Delayed? Samsung's Sleek New Model Won't Reportedly Be Part Of The First Wave In Early 2025 - Samsung Electronics Co  ( OTC:SSNLF ) ,https://www.benzinga.com/media/24/12/42717053/galaxy-s25-slim-delayed-samsungs-sleek-new-model-wont-reportedly-be-part-of-the-first-wave-in-early-2025,2024-12-30 04:03:13,['Ananya Gairola'],"Samsung Electronics Co.'s SSNLF Galaxy S25 Slim is reportedly not launching alongside the rest of the S25 series in early 2025. What Happened: The Galaxy S25 Slim, identified as model SM-S937, is absent from the carrier-specific list in the One UI 7 beta, reported Android Authority.",https://cdn.benzinga.com/files/images/story/2024/12/29/Samsung-Galaxy-Photo-by-Karlis-Dambrans-.jpeg?width=1200&height=800&fit=crop,Benzinga,News,www.benzinga.com,"[{'topic': 'Earnings', 'relevance_score': '0.538269'}, {'topic': 'Technology', 'relevance_score': '1.0'}]",0.093649,Neutral,"[{'ticker': 'SSNLF', 'relevance_score': '0.497391', 'ticker_sentiment_score': '0.232172', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'SSTK', 'relevance_score': '0.1331', 'ticker_sentiment_score': '0.0', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'AAPL', 'relevance_score': '0.1331', 'ticker_sentiment_score': '-0.158294', 'ticker_sentiment_label': 'Somewhat-Bearish'}]"
47.0,"Apple's AI-Driven Growth, AirTag 2, AirPods' Health Features, And iPhone 17 Pro: This Week In Appleverse - Apple  ( NASDAQ:AAPL ) ",https://www.benzinga.com/tech/24/12/42715283/apples-ai-driven-growth-airtag-2-airpods-health-features-and-iphone-17-pro-this-week-in-appleverse,2024-12-29 13:00:18,['Benzinga Neuro'],"The holiday week was abuzz with news from Apple Inc. AAPL. The tech giant continues to make headlines with its innovative products and bullish market predictions. From the anticipated AI-driven iPhone upgrade cycle to the rumored features of the AirTag 2, AirPods, and the M4 MacBook Air, Apple's ...",https://cdn.benzinga.com/files/images/story/2024/12/29/Apples-2024-Black-Friday-Deals-Gift-Card.jpeg?width=1200&height=800&fit=crop,Benzinga,News,www.benzinga.com,"[{'topic': 'Technology', 'relevance_score': '1.0'}, {'topic': 'Financial Markets', 'relevance_score': '0.796627'}]",0.336305,Somewhat-Bullish,"[{'ticker': 'AAPL', 'relevance_score': '0.570165', 'ticker_sentiment_score': '0.530801', 'ticker_sentiment_label': 'Bullish'}, {'ticker': 'WB', 'relevance_score': '0.104683', 'ticker_sentiment_score': '0.076871', 'ticker_sentiment_label': 'Neutral'}]"
48.0,3 Top Semiconductor Stocks to Buy for 2025,https://www.zacks.com/commentary/2389071/3-top-semiconductor-stocks-to-buy-for-2025,2024-12-28 23:57:00,['Shaun Pruitt'],"With the global market for artificial intelligence presumed to be worth trillions in the coming years, these top semiconductor stocks should be lucrative investments going into 2025.",https://staticx-tuner.zacks.com/images/default_article_images/default72.jpg,Zacks Commentary,,www.zacks.com,"[{'topic': 'Retail & Wholesale', 'relevance_score': '0.333333'}, {'topic': 'Manufacturing', 'relevance_score': '0.333333'}, {'topic': 'Earnings', 'relevance_score': '0.158519'}, {'topic': 'Technology', 'relevance_score': '0.333333'}]",0.381504,Bullish,"[{'ticker': 'MSFT', 'relevance_score': '0.194242', 'ticker_sentiment_score': '0.071811', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'META', 'relevance_score': '0.194242', 'ticker_sentiment_score': '0.071811', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'NVDA', 'relevance_score': '0.461283', 'ticker_sentiment_score': '0.491906', 'ticker_sentiment_label': 'Bullish'}, {'ticker': 'AAPL', 'relevance_score': '0.287762', 'ticker_sentiment_score': '0.13517', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'AVGO', 'relevance_score': '0.377142', 'ticker_sentiment_score': '0.33769', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'AMZN', 'relevance_score': '0.194242', 'ticker_sentiment_score': '0.071811', 'ticker_sentiment_label': 'Neutral'}]"
49.0,"The Last Time Taiwan Semiconductor Did This, the Stock Doubed in a Year",https://www.fool.com/investing/2024/12/28/the-last-time-taiwan-semiconductor-did-this-the/,2024-12-28 13:15:00,['Keithen Drury'],"While a company's past performance is no guarantee of its future results, history is one of the few reasonable things we can use to guide our predictions. Particularly for cyclical companies, it can be a pretty good indicator of what's to come.",https://media.ycharts.com/charts/f11ecf593e1f3430a8b93900735b9fee.png,Motley Fool,,www.fool.com,"[{'topic': 'Financial Markets', 'relevance_score': '0.459462'}, {'topic': 'Manufacturing', 'relevance_score': '0.5'}, {'topic': 'Earnings', 'relevance_score': '0.905476'}, {'topic': 'Technology', 'relevance_score': '0.5'}]",0.195568,Somewhat-Bullish,"[{'ticker': 'NVDA', 'relevance_score': '0.108712', 'ticker_sentiment_score': '0.127725', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'AAPL', 'relevance_score': '0.108712', 'ticker_sentiment_score': '0.127725', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'TSM', 'relevance_score': '0.108712', 'ticker_sentiment_score': '0.143665', 'ticker_sentiment_label': 'Neutral'}]"
,"Heavy Money Flows In Quantum Computing Stocks, Blind Money Saves The Market, Bitcoin Outflows - Arqit Quantum  ( NASDAQ:ARQQ ) ",https://www.benzinga.com/trading-ideas/25/01/42798659/heavy-money-flows-in-quantum-computing-stocks-blind-money-saves-the-market-bitcoin-outflows,2025-01-03 22:43:49,['The Arora Report'],"To gain an edge, this is what you need to know today. An enlarged chart of SPDR S&P 500 ETF Trust which represents the benchmark stock market index S&P 500 ( SPX ) . We shared with readers in yesterday's Morning Capsule, Apple Inc iPhones are on the decline in China.",https://thearorareport.com/wp-content/uploads/2025/01/2025-01-03_09h03_04.png,Benzinga,Trading,www.benzinga.com,"[{'topic': 'Economy - Monetary', 'relevance_score': '0.310843'}, {'topic': 'Financial Markets', 'relevance_score': '1.0'}, {'topic': 'Manufacturing', 'relevance_score': '0.25'}, {'topic': 'Real Estate & Construction', 'relevance_score': '0.25'}, {'topic': 'Technology', 'relevance_score': '0.25'}, {'topic': 'Finance', 'relevance_score': '0.25'}]",0.14967,Neutral,"[{'ticker': 'LAES', 'relevance_score': '0.07887', 'ticker_sentiment_score': '-0.077214', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'WSKEF', 'relevance_score': '0.039483', 'ticker_sentiment_score': '-0.07397', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'GOOG', 'relevance_score': '0.233556', 'ticker_sentiment_score': '0.0', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'META', 'relevance_score': '0.07887', 'ticker_sentiment_score': '0.189302', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'NVDA', 'relevance_score': '0.118064', 'ticker_sentiment_score': '0.012926', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'AAPL', 'relevance_score': '0.15697', 'ticker_sentiment_score': '-0.089868', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'HON', 'relevance_score': '0.07887', 'ticker_sentiment_score': '-0.077214', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'IONQ', 'relevance_score': '0.07887', 'ticker_sentiment_score': '-0.077214', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'IVZ', 'relevance_score': '0.039483', 'ticker_sentiment_score': '0.261677', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'RGTI', 'relevance_score': '0.07887', 'ticker_sentiment_score': '-0.077214', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'ARQQ', 'relevance_score': '0.07887', 'ticker_sentiment_score': '-0.077214', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'MSFT', 'relevance_score': '0.07887', 'ticker_sentiment_score': '0.189302', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'QUBT', 'relevance_score': '0.07887', 'ticker_sentiment_score': '-0.077214', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'TSLA', 'relevance_score': '0.195498', 'ticker_sentiment_score': '0.186811', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'BACHY', 'relevance_score': '0.039483', 'ticker_sentiment_score': '-0.167044', 'ticker_sentiment_label': 'Somewhat-Bearish'}, {'ticker': 'QBTS', 'relevance_score': '0.07887', 'ticker_sentiment_score': '-0.077214', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'FOREX:CNY', 'relevance_score': '0.039483', 'ticker_sentiment_score': '-0.167044', 'ticker_sentiment_label': 'Somewhat-Bearish'}, {'ticker': 'CRYPTO:BTC', 'relevance_score': '0.195498', 'ticker_sentiment_score': '0.230536', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'CRYPTO:QTUM', 'relevance_score': '0.039483', 'ticker_sentiment_score': '-0.07397', 'ticker_sentiment_label': 'Neutral'}]"
,"Nvidia's $2 Trillion AI Rally In 2024 Fueled by Chips, Startups, and Robotics - NVIDIA  ( NASDAQ:NVDA ) ",https://www.benzinga.com/25/01/42793394/nvidias-2-trillion-ai-rally-fueled-by-chips-startups-and-robotics,2025-01-03 19:28:31,['Anusuya Lahiri'],"The artificial intelligence frenzy and demand for its AI-centric chips catapulted Nvidia Corp NVDA into the trillion-dollar market cap club for 2024. It lags behind Apple Inc AAPL, which was backed by investor curiosity over its potential AI offerings, turbocharging its iPhone sales.",https://cdn.benzinga.com/files/images/story/2025/01/03/Nvidia-CEO-Jensen-Huang.jpeg?width=1200&height=800&fit=crop,Benzinga,News,www.benzinga.com,"[{'topic': 'Economy - Monetary', 'relevance_score': '0.158519'}, {'topic': 'Financial Markets', 'relevance_score': '0.858979'}, {'topic': 'Manufacturing', 'relevance_score': '0.5'}, {'topic': 'Technology', 'relevance_score': '0.5'}]",0.158815,Somewhat-Bullish,"[{'ticker': 'MSFT', 'relevance_score': '0.193465', 'ticker_sentiment_score': '0.0', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'GOOG', 'relevance_score': '0.193465', 'ticker_sentiment_score': '0.0', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'NVDA', 'relevance_score': '0.537474', 'ticker_sentiment_score': '0.05317', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'AAPL', 'relevance_score': '0.193465', 'ticker_sentiment_score': '-0.072151', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'AVGO', 'relevance_score': '0.193465', 'ticker_sentiment_score': '-0.015299', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'TSLA', 'relevance_score': '0.193465', 'ticker_sentiment_score': '0.096401', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'OPTGF', 'relevance_score': '0.097457', 'ticker_sentiment_score': '0.067428', 'ticker_sentiment_label': 'Neutral'}]"
,What Lies Ahead for Apple Stock & ETFs in 2025?,https://www.zacks.com/stock/news/2391829/what-lies-ahead-for-apple-stock-etfs-in-2025,2025-01-03 19:00:00,['Sanghamitra Saha'],Apple stock has gained momentum lately due to the addition of ChatGPT and other AI features for its devices and the launch of the new MacBook Pro lineup.,https://staticx-tuner.zacks.com/images/articles/main/87/3588.jpg,Zacks Commentary,n/a,www.zacks.com,"[{'topic': 'Technology', 'relevance_score': '0.333333'}, {'topic': 'Economy - Monetary', 'relevance_score': '0.310843'}, {'topic': 'Economy - Fiscal', 'relevance_score': '0.158519'}, {'topic': 'Retail & Wholesale', 'relevance_score': '0.333333'}, {'topic': 'Financial Markets', 'relevance_score': '0.990893'}, {'topic': 'Manufacturing', 'relevance_score': '0.333333'}, {'topic': 'Earnings', 'relevance_score': '0.158519'}]",0.228533,Somewhat-Bullish,"[{'ticker': 'MSFT', 'relevance_score': '0.140896', 'ticker_sentiment_score': '0.193906', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'NVDA', 'relevance_score': '0.140896', 'ticker_sentiment_score': '0.193906', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'AAPL', 'relevance_score': '0.785986', 'ticker_sentiment_score': '0.339699', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'TSLA', 'relevance_score': '0.140896', 'ticker_sentiment_score': '0.193906', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'AMZN', 'relevance_score': '0.140896', 'ticker_sentiment_score': '0.193906', 'ticker_sentiment_label': 'Somewhat-Bullish'}]"
,"Apple iPhones Lose Ground In China As Subsidies Boost Huawei, Domestic Rivals - Apple  ( NASDAQ:AAPL ) , Xiaomi  ( OTC:XIACY ) ",https://www.benzinga.com/news/global/25/01/42790373/apple-iphones-lose-ground-in-china-as-subsidies-boost-huawei-domestic-rivals,2025-01-03 17:27:52,['Erica Kollmann'],"November shipments of foreign-made phones in China plummeted as Apple, Inc. AAPL struggles to maintain market share in the face of China's government subsidies and support of its domestic brands.",https://cdn.benzinga.com/files/images/story/2025/01/03/Apple-iPhone-China.jpeg?width=1200&height=800&fit=crop,Benzinga,News,www.benzinga.com,"[{'topic': 'Technology', 'relevance_score': '1.0'}]",0.205103,Somewhat-Bullish,"[{'ticker': 'XIACY', 'relevance_score': '0.342487', 'ticker_sentiment_score': '0.173585', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'AAPL', 'relevance_score': '0.445569', 'ticker_sentiment_score': '0.140931', 'ticker_sentiment_label': 'Neutral'}]"
,"Evaluating Apple Against Peers In Technology Hardware, Storage & Peripherals Industry - Apple  ( NASDAQ:AAPL ) ",https://www.benzinga.com/insights/news/25/01/42787161/evaluating-apple-against-peers-in-technology-hardware-storage-amp-peripherals-industry,2025-01-03 16:00:37,['Benzinga Insights'],"In the dynamic and fiercely competitive business environment, conducting a thorough analysis of companies is crucial for investors and industry enthusiasts. In this article, we will perform an extensive industry comparison, evaluating Apple AAPL in relation to its major competitors in the ...",https://www.benzinga.com/files/images/story/2025/1735916434_0.png,Benzinga,Markets,www.benzinga.com,"[{'topic': 'Earnings', 'relevance_score': '0.875462'}, {'topic': 'Technology', 'relevance_score': '1.0'}, {'topic': 'Financial Markets', 'relevance_score': '0.5855'}]",0.265519,Somewhat-Bullish,"[{'ticker': 'AAPL', 'relevance_score': '0.554751', 'ticker_sentiment_score': '0.364935', 'ticker_sentiment_label': 'Bullish'}]"
